recipe_name,ingredients_raw,steps,love_count,url,category,total_ingredients,ingredients_cleaned,total_steps
bali tatelur,"3 butir telur--tempe--tahu--bumbu halus :--2 siung besar bawang merah--4 siung bawang putih--5-6 buah cabe besar--selera cabe rawit--3 buah tomat--1 ruas jahe--2 lembar daun jeruk--secukupnya garam,gula,kecap--sedikit air--","1) telur,tahu dan tempe nya di goreng dulu. jgn terlalu kering ya,,,
2) uleg/blend bumbu halus kecuali jahe (geprek) dan garam gula kecap
3) panaskan minyak, masukkan bumbu halus dan jahe. tambahkan kecap,garam, gula. tambahkan juga sedikit air. taste it.
4) masukkan tahu,telur,tempe. aduk rata. tunggu sampe sedikit meresap. matikan kompor
5) bali tatelur siap dihidangkan
6) jangan lupa recook yaaa",35,https://cookpad.com/id/resep/4299778-bali-tatelur-tahu-tempe-telur,tempe,13,"telur , tempe , tahu , bumbu halus , bawang merah , bawang putih , cabe , cabe rawit , tomat , jahe , daun jeruk , garam , gula , kecap , air",6
perkedel tahu udang,1 buah tahu cina besar--secukupnya udang cincang kasar/potong kecil2--1 sdm maizena/ tepung serbaguna--secukupnya garam--secukupnya lada--1 buah daun bawang diiris halus--1 butir telur--secukupnya tepung panir/tepung bumbu untuk melapisi (skip juga bisa)--2 siung bawang putih haluskan--,"1) hancurkan tahu dengan tangan, masukan garam,lada,telur,tepung maizena, irisan daun bawang, bawang putih dan udang aduk2 hingga merata.
2) bentuk bulat2 gulingkan diatas tepung panir.
3) panaskan minyak lalu goreng hingga kecoklatan. selesai.",35,https://cookpad.com/id/resep/4458613-perkedel-tahu-udang,udang,9,"tahu cina , udang cincang kasar potong , maizena tepung , garam , lada , daun bawang diiris halus , telur , tepung panir tepung bumbu melapisi , bawang putih haluskan",3
telur penyet sambal kukus,"2 btr telur ayam, rebus--❤ bahan sambal ::--1/2 sdt terasi--3 bh lombok merah--3 cabe rawit (sesuai selera)--1-2 bh tomat (kalo besar 1 aja)--secukupnya garam, silahkan kalo mau pake penyedap--","1) rebus semua bahan....termasuk telur dan bahan sambal (kecuali garam ya..), bahan sambal bisa juga di goreng sampe layu...tapi biasanya sy kukus saja.
2) kupas kulit telur...uleg sambel...test rasa gurih silahkan kalo mau di tambah sedikittt gula pasir.
3) penyet telurnya dgn uleg an..nyet, satu dulu yg di penyet krn hanya utk eike hehehe
4) siap di nikmati....di tambah pencit/mangga..",35,https://cookpad.com/id/resep/3922357-telur-penyet-sambal-kukus,telur,7,"telur ayam , rebus , sambal , terasi , lombok merah , cabe rawit , tomat kalo , garam , silahkan kalo pake penyedap",6
asem asem kikil sapi pedas,1/4 kg kikil sapi (yg sudah direbus lalu potong dadu -+1cm)--2 buah wortel--1/4 kg baby buncis--2 lembar daun salam--2 cm lengkuas--5 siung bawang putih--3 siung bawang merah--1/2 siung bawang bombay--7 biji cabe rawit--2 biji cabe merah besar--2 biji cabe hijau besar--20 ml air asam jawa--5 sdm kecap manis--1 sachet penyedap rasa (me pakai masako sapi)--1 sachet lada bubuk--3 sdm saos raja rasa--1 buah tomat--500 ml air--secukupnya gula--secukupnya garam--secukupnya minyak goreng--,"1) cuci bersih kikil sapi lalu rebus hingga empuk, setelah empuk angkat dan tiriskan, potong bentuk dadu -+1cm
2) kupas dan potong baby buncis dan wortel bentuk dadu -+1cm juga lalu cuci bersih
3) iris bawang merah, bawang putih, bawang bombay dan cabai
4) panaskan penggorengan dan tambahkan minyak
5) tumis bawang merah, bawang putih, bawang bombay hingga harum setelah harum masukkan cabai, daun salam, lengkuas
6) setelah itu masukkan wortel dan baby buncisnya tambahkan air agar mudah empuk
7) lalu masukkan kecap manis, saos rajarasa merica bubuk, penyedap rasa, gula, garam dan asem jawa lalu koreksi rasa
8) tunggu hingga semua bahan empuk dan bumbu sudah mulai meresap lalu tambahkan potongan tomat
9) angkat dan siap disajikan",35,https://cookpad.com/id/resep/4298978-11-asem-asem-kikil-sapi-pedas,sapi,21,"kikil sapi direbus potong dadu + , wortel , baby buncis , daun salam , lengkuas , bawang putih , bawang merah , bawang bombai , biji cabe rawit , biji cabe merah , biji cabe hijau , asam jawa , kecap manis , penyedap me masako sapi , lada , saos raja , tomat , air , gula , garam , minyak goreng",9
baked potato mozarella with egg,2 buah kentang sedang--secukupnya parutan keju kraff--secukupnya parutan mozarella--1 sdt margarine--sedikit lada hitam--sedikit oregano--2 butir telur ayam kampung--,"1) panggang kentang dalam oven sampai matang bungkus dengan kertas alumuniumfoil
2) setelah matang buat lubang di tengah2 kentang ambil.daging kentannya taruh mangkuk
3) dalam mangkuk kentang dihaluskan beri margarine keju kraff dan mozarella lada hitam dan oregano aduk rata
4) masukan kembali ke dalam kentang yg berlubang lalu masukan telur beri taburan lada hitam dan oregano beri parutan mozrella
5) panggang sampai matang....itu sisa isiannya saya taruh cup bun.saya kasih telur..hehehe",35,https://cookpad.com/id/resep/4237728-baked-potato-mozarella-with-egg,telur,7,"kentang , parutan keju kraff , parutan mozarella , margarine , lada hitam , oregano , telur ayam kampung",5
pepes ayam,"500 gr ayam, cuci bersih, lumuri air jeruk nipis, sisihkan--secukupnya daun pisang, lap sampai bersih, jemur sebentar--1 batang serai, potong2--1 cm jahe, potong2--1 cm lengkuas, potong2--beberapa lembar daun salam--iris cabe merah(boleh cabe keriting)--secukupnya daun kemangi, siangi (kali ini sy ngga pake)--secukupnya irisan daun bawang--bumbu halus:--1 siung bawang putih--2 cm kunyit--1/2 sdt lada--secukupnya garam--5 butir kemiri sangray--","1) panaskan kukusan
2) campurkan bumbu yg dihaluskan dengan lengkuas, jahe, serai, daun bawang iris, cabe merah iris dan daun kemangi, aduk2 sampai rata, (serai, lengkuas dan jahenya agak digeprek-geprek yaa)
3) lumuri ayam dengan bumbu yg sudah dicampurkan tadi sampai semua ayam terbalut bumbu.
4) bungkus ayam yg sudah terbalut bumbu dengan daun pisang, tambahkan daun salam didalamnya, lakukan sampai semua ayam terbungkus.
5) kukus (dengan api kecil-sedang) sampai matang, (saya biasanya sekitar 1 setengah jam an..ayamnya empuk, bumbunya meresap.)
6) selamat mencoba...",35,https://cookpad.com/id/resep/4337125-pepes-ayam,ayam,15,"ayam , lumuri air jeruk nipis , sisihkan , daun pisang , lap , jemur sebentar , serai , potong , jahe , potong , lengkuas , potong , daun salam , cabe merah cabe keriting , daun kemangi , siangi kali ngga pake , irisan daun bawang , bumbu halus , bawang putih , kunyit , lada , garam , kemiri sangray",6
sambal kubis kol tempe,5 lembar kubis/kol(goreng)--1/2 papan tempe(goreng)--bahan sambal:--4 siung bawang putih(goreng)--3 buah bawang merah(goreng)--15 buah cabai rawit(goreng)--1 sdt terasi (bakar)--1/2 sdm garam--1 sdm gula merah--1/2 sdm kaldu bubuk--,"1) potong2 tempe lalu rendam dg air garam,diamkan selama 10 menit.lalu goreng dan sisihkan.
2) iris2 memanjang kubis,lalu goreng sampai berubah warna kecoklatan.dan sisihkan.
3) goreng bawang merah,bawang putih dan cabe,lalu haluskan bersama dengan terasi,tambahkan garam dan gula merah,dan kaldu bubuk.tes rasa jika sudah pas,campur kubis dan tempe goreng sambil di penyet2.aduk rata,sampai bumbu benar2 tercampur rata dg tempe dan kubisnya.
4) nikmati dg nasi hangat...alhamdulillah nikmat",35,https://cookpad.com/id/resep/4230189-sambal-kubiskoltempe,tempe,10,"kubis kol goreng , papan tempe goreng , sambal , bawang putih goreng , bawang merah goreng , cabai rawit goreng , terasi bakar , garam , gula merah , kaldu bubuk",4
rempeyek udang,1/4 kg udang yg agak kecil buang kepalanya--250 gram tepung beras--secukupnya daun jeruk potong halus--2 siung bawang putih--3 siung bawang merah--secukupnya ketumbar bubuk--secukupnya kunyit bubuk--1/2 sdt garam (ato tingkatan keasinan bisa diatur sendiri ya)--secukupnya air (saya agak encer tadi)--,"1) haluskan bumbu bawang putih, bawang merah, kunyit, ketumbar, garam
2) masukkan ke dalam tepung beras, aduk rata bersama air
3) masukkan daun jeruk yg sdh dirajang halus, tes rasa
4) masukkan udang lalu goreng hingga golden brown
5) rempeyek udang siap dinikmati bersam nasi putih sambal dan sayur
6) selamat mencoba....",35,https://cookpad.com/id/resep/3957474-rempeyek-udang,udang,9,"udang buang kepalanya , tepung beras , daun jeruk potong halus , bawang putih , bawang merah , biji ketumbar , kunyit , garam ato tingkatan keasinan diatur , air encer",6
mangut tongkol,2 besek tongkol iris--1/2 tempe--4 siung bawang merah--3 siung bawang putih--7 cabe rawit--3 cabe merah besar--2 sdt garam--2 sdt gula--royco ayam--santan--lengkuas--2 lembar daun salam--,"1) goreng stengah matang tempe dan tongkolnya
2) iris2 semua bahan
3) tumis semua bahan yg sudah diiris2 hingga layu
4) masukkan sedikit air dan masukkan tempe dan tongkol nya, aduk hingga tercampur bumbunya
5) tutup dan tunggu smp mendidih dan bumbunya meresap
6) masukkan santan dan gula garam serta royco ayam sesuai selera
7) aduk hingga rata dan cicipi, tutup hingga mendidih dan smp agak nyemek
8) hidangkan dengan nasi anget",35,https://cookpad.com/id/resep/4271910-mangut-tongkol,ikan,12,"besek tongkol , tempe , bawang merah , bawang putih , cabe rawit , cabe merah , garam , gula , royco ayam , santan , lengkuas , daun salam",8
rica rica ayam pedas,"1 ekor ayam kampung, potong kecil-kecil--1 buah tomat merah, potong kecil--2 batang serai, memarkan--2 iris lengkuas, memarkan--5 lembar daun jeruk--1 sdm gula pasir--1-2 sdt kaldu ayam atau jamur bubuk--secukupnya garam dan merica--optional: kecap manis--bumbu yang dihaluskan:--10 butir bawang merah--8 siung bawang putih--10 buah cabai merah besar--5 buah cabai rawit merah--2 sdt biji ketumbar, sangrai--1 sdt jahe parut--","1) rebus ayam dengan 2 l air hingga ayam setengah matang. tiriskan ayam dan ambil 750 ml kaldu. sisa kaldu boleh disimpan dalam freezer.
- panaskan minyak dalam wajan atau panci. tumis bumbu halus hingga wangi.
- masukkan lengkuas, serai dan daun jeruk. aduk rata.
- masukkan ayam dan masak sebentar.
- tuang kaldu dan bumbuhi dengan gula, garam dan merica secukupnya. optional boleh tambahkan kecap manis. masak hingga kuah habis dan ayam empuk.
- koreksi rasa.
2) sajikan dengan nasi putih dan taburan bawang goreng.",35,https://cookpad.com/id/resep/4448650-rica-rica-ayam-pedas,ayam,16,"ayam kampung , potong , tomat merah , potong , serai , memarkan , lengkuas , memarkan , daun jeruk , gula pasir , kaldu ayam jamur bubuk , garam merica , kecap manis , bumbu dihaluskan , bawang merah , bawang putih , cabai merah , cabai rawit merah , biji ketumbar , sangrai , jahe parut",2
cilok isi telur,1 butir telur--1 siung bawang putih--1 sdt merica--1 sdt garam--5 sdm tepung tapioka--8 sdm tepung terigu--secukupnya air hangat--,"1) kocok telur lalu goreng
2) potong dadu telur goreng
3) haluskan bawang, merica dan garam
4) campurkan tepung tapioka, tepung terigu dan bumbu yang sudah dihaluskan, aduk rata
5) masukkan air hangat sedikit demi sedikit hingga kalis
6) bulatkan dan isi dengan telur yang sudah digoreng
7) didihkan air dan masukkan bulatan hingga 10 menit
8) angkat dan sajikan",35,https://cookpad.com/id/resep/4050415-cilok-isi-telur,telur,7,"telur , bawang putih , merica , garam , tepung tapioka , tepung terigu , air hangat",8
tumis kacang panjang udang debm,"1 ons kacang panjang (potong kecil2)--1 ons udang (buang kepala)--6-7 buah cabe rawit merah--3 siung bawang merah--2 siung bawang putih--secukupnya penyedap, saori tiram, garam--","1) cuci bersih udang dan kacang panjang yg sudah dipotong2
2) iris bawang merah, bawang putih, cabe rawit merah
3) lalu tumis hingga harum
4) masukan udang aduk hingga udang berubah warna,
5) lalu masukan kacang panjang lalu aduk hingga semua tercampur
6) beri secukupnya saori tiram, penyedap dan garam lalu aduk,beri sedikit air aduk dan biarkan sebentar sampai bumbu meresap, angkat dan sajikan.",35,https://cookpad.com/id/resep/4048662-tumis-kacang-panjang-udang-debm,udang,6,"kacang panjang potong , udang buang kepala , cabe rawit merah , bawang merah , bawang putih , penyedap , saori tiram , garam",6
bacem tempe kering daging sapi,1 papan tempe(sy beli 3 ribu rupiyah)--1 bks kecil masako rasa sapi(dipakai secukupnya saja)--1 bks kecil kecap bango--3 siung bawang putih--5 siung bawang merah--1 sdm gula merah(sisir)--1/2 sdt ketumbar--sesuai selera cabe rawit utuh--3 lembar daun salam--4 sdm minyak goreng--2 gelas blimbing air--1 btng daun bawang--,"1) haluskan bawang putih bawang merah ketumbar,.tumis bumbu yg baru dihaluskan sampai setengah kering,masukan daun bawang iris,gula merah,daun salam,dan air,.tunggu mendidih massukan tempe yg sdh di potong2 sesuai selera masukan kecap dan masukan 1/2 bks masako sapi biarkan di masak sapai airnya agak nyusut masukan cabe rawit utuh sesuai selera tes rasa,klo sdh asin manis gurih lnjutkan masak sampai airnya habis dan keluar minyak,..angkat siap bt lauk sarapan pagi dgn nasi yg kemebul,..
2) untuk anak2 didesa yg mau berangkat sekolah pagi2sarapan dgn 1macem lauk sdh cukup,.",35,https://cookpad.com/id/resep/3989011-bacem-tempe-kering-rasa-daging-sapi%f0%9f%98%80%f0%9f%98%80%f0%9f%91%8d%f0%9f%91%8d,tempe,12,"papan tempe rupiyah , masako sapi dipakai , kecap bango , bawang putih , bawang merah , gula merah sisir , ketumbar , cabe rawit utuh , daun salam , minyak goreng , blimbing air , btng daun bawang",2
tumis sawi tahu,"1,5 ikat sawi hijau, potong 3 cm.. cuci bersih dan tiriskan--5 buah tahu putih, potong kotak""--2 sdm minyak goreng--1 sdt kaldu bubuk--secukupnya garam--sedikit air--bumbu iris :--4 siung bawang merah--2 siung bawang putih--4 buah cabe merah keriting, iris serong--2 buah cabe rawit merah, iris serong--5 buah cabe rawit hijau, iris serong--1/4 buah tomat merah, potong""--","1) panaskan minyak goreng secukupnya, lalu tumis semua bumbu iris hingga harum dan matang
2) selanjutnya, masukan tahu putih, kaldu bubuk, dan garam aduk rata
3) setelah itu, masukan sawi hijau dan air, aduk rata.. masak hingga sayuran matang dan bumbu meresap.. menjelang di angkat, masukan potongan tomat, aduk dan masak sebentar
4) sajikan hangat",35,https://cookpad.com/id/resep/4259176-tumis-sawi-tahu,tahu,13,"sawi hijau , potong tiriskan , tahu putih , potong kotak '' , minyak goreng , kaldu bubuk , garam , air , bumbu , bawang merah , bawang putih , cabe merah keriting , serong , cabe rawit merah , serong , cabe rawit hijau , serong , tomat merah , potong ''",4
udang telur asin,"1/2 kg udang--6 butir telur asin ( ambil kuningnya dan lumatkan--3 siung bawang putih (cincang halus)--daun bawang--secukupnya gula,garam,merica--tepung kriuk (untuk goreng udang)--minyak goreng/mentega--cabe rawit (iris tipis dan jumlahnya sesuai selera)--","1) cuci bersih udang. buang kepala dan sisakan ekor. lumuri dengan tepung kriuk, goreng setengah matang. sisihkan
2) tumis bawang putih cincang dengan minyak/mentega. lalu masukkan cabe rawit.
3) masukkan telur asin yg sudah di lumatkan, sampai berbusa dan tambahkan gula garam merica. tambahkan juga sedikit air.
4) masukkan udang kriuk, aduk rata. masukkan irisan bawang daun. matikan kompor
5) udang telur asin siap disantap",35,https://cookpad.com/id/resep/4371588-udang-telur-asin,udang,8,"udang , telur asin ambil kuningnya lumatkan , bawang putih cincang halus , daun bawang , gula , garam , merica , tepung kriuk goreng udang , minyak goreng mentega , cabe rawit tipis",5
sate kambing empuk meresap bumbunya,500gram daging kambing--10buah bawang merah--5siung bawang putih--1sdm ketumbar--2butir kemiri--1/2buah  gula jawa--2batang asam jawa--seukuran jempol jahe digeprek--3lembar daun jeruk--1/2sdt garam--50ml kecap manis--2sdm minyak goreng--,"1) haluskan bawang merah, bawang ptih, kemiri, ketumbar, gula jawa dan garam. masukan 3/4bumbu ke daging yg sudah dipotong-potong. beri irisan dau  jeruk, jahe dan asam jawa. remas-remas agar bumbu meresap. diamkan di kulkas 30menit.
2) tusuk dengan tusuka sate lalu bakar di bara hingga setengah matang. olesi dengan sisa bumbu halus, kecap manis dan minyak. bakar lagi hingga matang
3) sajikan sate bersama sambal kecap, irisan kol dan tomat sebagai pelengkap",35,https://cookpad.com/id/resep/193835-sate-kambing-empuk-dan-meresap-bumbunya,kambing,12,"daging kambing , bawang merah , bawang putih , ketumbar , kemiri , gula jawa , batang asam jawa , seukuran jempol jahe digeprek , daun jeruk , garam , kecap manis , minyak goreng",3
egg roll,"5 btr telur--3 sdm susu cair--secukupnya mentega--1/2 bh bawang bombay iris halus--1 bh wortel,iris halus--1 btg daun bawang,iris halus--4 lbr kol,iris halus--bumbu:garam,merica,kaldu bubuk--","1) bahan2nya
2) panaskan teflon,olesi teflon dgn mentega secukupnya,ratakan dgn kuas
3) pecahkan telur,kocok rata,tambahkan bumbu
4) tambahkan sayur2annya ke dlm telur
5) setelah teflon panas,tuangkan 1/4 adonan telur,biarkan sebentar,gulung,sisakan sedikit ujungnya.letakkan ke ujung teflon,tuangkan lagi 1/4 adonan telur.ulangi sampai telur habis.terakhir masak sampai matang
6) potong2 sesuai selera",35,https://cookpad.com/id/resep/4023689-egg-roll,telur,8,"telur , susu cair , mentega , bawang bombai halus , wortel , halus , btg daun bawang , halus , kol , halus , bumbu garam , merica , kaldu bubuk",6
sate goreng sapi kambing,250 gr daging sapi/kambing--8 siung bawang merah--1 sendok makan merica--kecap manis--minyak goreng--cabai rawit merah--,"1) potong daging bentuk dadu dan cuci bersih
2) haluskan bawang merah,garam (secukupnya) dan merica dan beri sedikit kecap manis
3) rendam potongan daging kedalam bumbu yg sudah di haluskan tadi. jgn lupa tambahkan miyak goreng, diamkan beberapa menit.
4) panaskan wajan/teflon anti lengket
5) masukan semua daging yg sudah di rendam td, masak hingga agak mengering/matang
6) cincang bawang merah dan cabai rawit,sertakan kecap manis. (sambal kecap)
7) sate goreng siap di santap",35,https://cookpad.com/id/resep/1007128-sate-goreng-sapikambing,kambing,6,"daging sapi kambing , bawang merah , merica , kecap manis , minyak goreng , cabai rawit merah",7
gurami goreng tepung saos asam manis,"1 gurami ukuran sedang daging dipisah dg tulangnya--bahan saos :--2 bawang putih cincang--1 bawang bombay uk sedang--1/2 paprika merah/hijau--1/2 nanas uk sedang--dikit saos tiram,saos merah,garam,gula,tepung maizena dicairkan--","1) cuci bersih gurami beri air nipis diamkan sejenak
2) beri garam,merica,kunyit atau racik untuk goreng ikan
3) tabur tepung maizena lalu goreng,sisihkan
4) buat saos lalu tuang diatas gurami",35,https://cookpad.com/id/resep/4213539-gurami-goreng-tepung-saos-asam-manis,ikan,7,"gurami daging dipisah dg tulangnya , saos , bawang putih cincang , bawang bombai , paprika merah hijau , nanas , dikit saos tiram , saos merah , garam , gula , tepung maizena dicairkan",4
